Unique_ID,Subregion,E/I,"Axonal-dendritic pattern (ax=1, de=2)",p,Projection patterning,Hippocampome neuronal  class,Neurite,Neurite_ID,Total_length (micron),%_of_neurite_tree,Density,Avg_max_path_length (micron),Avg_mean_path_length (micron),Reference_ID
2001,CA3,E,22100,,,CA3 Granule,CA3:SR:D,23,10362.6240189313,100,0.0292264365,393.8782051282,198.3333333333,800104
2001,CA3,E,22100,,,CA3 Granule,CA3:SR:A,22,412.6871720233,4.1429311238,0.0009699422,90.5128205128,45.2564102564,800104
2001,CA3,E,22100,,,CA3 Granule,CA3:SL:A,25,13907.3120500603,96.9491525424,0.1413053898,481.0858585859,282.702020202,800106
2001,CA3,E,22100,,,CA3 Granule,CA3:SR:D,23,7319.8823928655,100,0.0194220376,251.7003367003,128.0555555556,800106
2001,CA3,E,22100,,,CA3 Granule,CA3:SR:A,22,437.64268689,3.0508474576,0.0009289671,78.8888888889,39.4444444444,800106
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SO:D,32,6977.7123619755,37.2523117569,0.0728381755,270.5518763797,197.6490066225,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SO:A,31,14422.2234028311,57.4001477189,0.1505491176,380.761589404,333.6092715232,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SP:D,29,1251.9340714919,6.6837719744,0.0231170703,95.761589404,56.2251655629,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SP:A,28,9829.419275868,39.1208832831,0.1815010719,336.6225165563,168.3112582781,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SL:D,26,2444.86402863,13.0525353115,0.0653939163,171.9867549669,91.6887417219,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SL:A,25,874.1174037745,3.478968998,0.0233804251,152.9139072848,76.4569536424,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SR:D,23,5202.3546954091,27.7741083223,0.0554482059,297.0860927152,182.2516556291,800108
2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3:SLM:D,20,2854.0861120519,15.2372726349,0.1013637977,393.4437086093,359.8675496689,800108
2047,CA3,I,00012,,,CA3 Horizontal AA,CA3:SO:D,32,12445.3822586797,100,0.1246339522,266.9545454545,147.7045454545,800110
2047,CA3,I,00012,,,CA3 Horizontal AA,CA3:SO:A,31,11797.2791632584,23.6463521291,0.0984529507,291.4545454545,145.7272727273,800110
2047,CA3,I,00012,,,CA3 Horizontal AA,CA3:SP:A,28,36112.1842884352,72.3829125359,0.6701853747,313.2045454545,165.0454545455,800110
2047,CA3,I,00012,,,CA3 Horizontal AA,CA3:SL:A,25,1981.0190161194,3.9707353349,0.0305902194,146.0681818182,133.7954545455,800110
2043,CA3,I,22232,,,CA3 Basket,CA3:SO:D,32,4381.1282305903,25.1821649349,0.0379439778,222.9936305732,161.076433121,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SO:A,31,3276.3498383783,9.4926805983,0.0283757377,248.5031847134,276.2101910828,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SP:D,29,2047.5470284823,11.7690385374,0.0317143019,125.2547770701,70.2229299363,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SP:A,28,22997.1475595069,66.6304232524,0.3562010888,401.2101910828,200.6050955414,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SL:D,26,926.2930678695,5.324214126,0.0307734412,159.7452229299,79.872611465,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SL:A,25,6406.7078345381,18.562374032,0.2128445668,385.923566879,192.9617834395,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SR:D,23,5668.9684939226,32.584506116,0.0540846177,253.2484076433,153.4713375796,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SR:A,22,1834.2799486269,5.3145221173,0.0174998908,335.4777070064,263.4713375796,800112
2043,CA3,I,22232,,,CA3 Basket,CA3:SLM:D,20,4373.8057557454,25.1400762857,0.1478930998,350.0955414013,300.6369426752,800112
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SO:D,32,611.9482948742,5.6847178906,0.0419983243,146.1504424779,116.6150442478,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SO:A,31,4103.8687146525,5.3627835742,0.0088105207,400.8584070796,393.2123893805,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SP:D,29,775.2362438805,7.2015877516,0.0670538543,96.3716814159,66.6371681416,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SP:A,28,58519.9592349105,76.4717143678,0.3906792508,590.203539823,350.9203539823,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SL:D,26,936.9981372886,8.7042812589,0.0860787887,192.2123893805,96.1061946903,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SL:A,25,13901.1456550321,18.165502058,0.1070391156,516.9026548673,292.5796460177,800114
2044,CA3,I,22232,,,CA3 BC CCK+,CA3:SR:D,23,8440.6135135887,78.409413099,0.116801115,292.9646017699,167.1902654867,800114
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SO:D,32,5005.4585431052,27.1461336828,0.0303983311,268.5810810811,180.0675675676,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SO:A,31,35657.0413864255,43.7608240871,0.2165465043,629.1216216216,355.2364864865,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SP:D,29,1718.4012344724,9.3194158397,0.0308330817,138.1081081081,69.0540540541,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SP:A,28,26113.4845555978,32.0483012473,0.4685513407,695.1351351351,347.5675675676,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SL:D,26,3846.3360629965,20.8598577045,0.1244971505,222.2297297297,134.2567567568,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SL:A,25,7389.2979251306,9.0686650955,0.2391747681,465.4054054054,426.1486486486,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SR:D,23,7868.7413634778,42.6745927729,0.0621561369,220.2027027027,126.3310810811,800116
2045,CA3,I,03333,,,CA3 Bistratified,CA3:SR:A,22,12321.8258281991,15.1222095702,0.097331588,521.3513513514,367.5675675676,800116
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SO:D,32,9911.9310651179,100,0.0027211651,280.9433962264,140.4716981132,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SO:A,31,10373.7708366392,20.4555175364,0.001423978,244.4339622642,134.3396226415,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SP:A,28,10438.8441508262,20.5838323353,0.0423787893,1548.1603773585,201.5,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SL:A,25,11120.3063577286,21.9275734246,0.0200332803,489.3867924528,351.1320754717,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SR:A,22,14661.3792047362,28.9100370687,0.1742128098,762.1698113208,520.6603773585,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA1:SR:A,55,4119.5023064473,8.123039635,0.0459948738,703.1132075472,638.1603773585,800118
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SO:D,32,17938.5436108744,100,0.0049247455,522.8301886792,267.5471698113,800120
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SO:A,31,34356.9022986587,46.5014434604,0.0047160741,546.9339622642,289.0566037736,800120
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SP:A,28,9800.7641533818,13.2651563341,0.0397883629,469.5283018868,502.1698113208,800120
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SL:A,25,15270.5377292086,20.6683955571,0.0275099401,870.8490566038,641.5566037736,800120
2021,CA3,I,01113,,,CA3 IS Oriens,CA3:SR:A,22,14455.3137098108,19.5650046484,0.171764251,1015.1886792453,777.358490566,800120
2046,CA3,I,03333,,,CA3 Ivy,CA3:SO:D,32,642.839633344,8.0016934801,0.0119015491,234.7928994083,178.0177514793,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SO:A,31,3546.6871176938,10.3441780361,0.0438252463,671.6797752809,571.5112359551,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SP:D,29,1304.6291878524,16.2392645458,0.039666125,124.5857988166,75.5917159763,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SP:A,28,6709.5496149504,19.5689028821,0.1494850659,402.9213483146,315.4494382022,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SL:D,26,1547.5768950875,19.2633361558,0.0500078505,79.4082840237,41.3905325444,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SL:A,25,9298.5204922264,27.1198299292,0.1952079338,403.9325842697,243.2584269663,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SR:D,23,4538.749066566,56.4957058183,0.0780785048,188.0473372781,122.4556213018,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SR:A,22,14732.0377752906,42.9670891526,0.1334631716,353.2584269663,245.7303370787,800122
2046,CA3,I,03333,,,CA3 Ivy,CA3:SO:D,32,1029.0452893253,12.1990369181,0.0266491343,182.6733333333,143.0411111111,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SO:A,31,32323.0384460194,45.4120313144,0.1889006007,626.5306122449,419.5408163265,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SP:D,29,2112.250857036,25.0401284109,0.094962715,115.54,99.2866666667,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SP:A,28,7264.3620406288,10.2060156572,0.1135041012,394.7448979592,237.8571428571,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SL:D,26,660.0783928238,7.8250401284,0.0398324992,59.7133333333,35.4511111111,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SL:A,25,13099.0202076982,18.4033786568,0.2104110234,567.5255102041,288.2908163265,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SR:D,23,4634.0888193627,54.9357945425,0.0622796442,246.7444444444,129.9677777778,800124
2046,CA3,I,03333,,,CA3 Ivy,CA3:SR:A,22,18490.836764701,25.9785743717,0.0738554167,585.2040816327,334.6428571429,800124
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SO:A,31,1360.0847449868,2.4108067246,0.0163185851,798.1290322581,722.7096774194,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SP:D,29,342.292629754,3.831306297,0.0106687935,373.1612903226,360.9677419355,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SP:A,28,1202.4743791738,2.1314358022,0.0299835865,625.3225806452,600.1290322581,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SL:D,26,560.7220543749,6.2762027313,0.0297678814,345.6774193548,329.5483870968,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SL:A,25,1317.9007941369,2.3360339189,0.0559722796,554.6451612903,532.5483870968,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SR:D,23,967.5422221324,10.8297704537,0.0167157868,310.3225806452,257.5806451613,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SR:A,22,15431.445492797,27.3528783422,0.2132816504,362.3870967742,372.2258064516,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SLM:D,20,7063.5403238621,79.062720518,0.0684872892,168.0215053763,102.4193548387,800126
2005,CA3,I,33200,,,CA3 LMR-Targeting,CA3:SLM:A,19,37104.2614717913,65.7688452121,0.2878069828,446.9677419355,223.4838709677,800126
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SO:A,31,12182.5433656729,32.1457314431,0.0361262628,751.6326530612,630.306122449,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:D,29,324.5549989892,2.9853430447,0.0042683397,134.8469387755,119.4897959184,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:A,28,2177.2557040625,5.7450628366,0.0238615618,438.9285714286,311.7346938776,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:D,26,2818.349584596,25.9239277043,0.0437122843,186.7346938776,107.7551020408,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:A,25,6284.2450466933,16.5820590602,0.0812232768,827.7551020408,492.193877551,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:D,23,7728.7103072549,71.090729251,0.0253982736,349.4897959184,177.4489795918,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:A,22,17253.812982409,45.5271466601,0.0472499125,574.8979591837,287.4489795918,800128
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SO:D,32,798.4920041921,5.6563689475,0.0066552448,429.2173913043,365.9130434783,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SO:A,31,11707.8838048149,34.9106987605,0.0731868624,611.8956521739,545.4608695652,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:D,29,804.1151873202,5.6962025316,0.0077315872,302.6086956522,244.3043478261,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:A,28,10118.397373935,30.1711503589,0.0729664784,407.0724637681,339.7826086957,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:D,26,867.2197979801,6.1432238647,0.0161696179,201.9130434783,185.7826086957,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:A,25,4889.2535968734,14.5788310108,0.0683713886,338.8260869565,232.2173913043,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:D,23,11646.8618545728,82.5042046561,0.0498746512,403.7391304348,201.8695652174,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:A,22,6821.1294004429,20.3393198698,0.021907282,264.0869565217,133.2608695652,800130
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SO:D,32,130.5307416868,2.5534905513,0.0011864936,286.1388888889,259.7013888889,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SO:A,31,4554.6047787368,32.1167198349,0.0372602521,594.0277777778,538.9236111111,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:D,29,1154.8178461775,22.5909729814,0.0249801402,233.2638888889,193.2291666667,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SP:A,28,1889.879341922,13.3264527429,0.0367923877,483.8194444444,452.2256944444,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:D,26,682.9911285205,13.3609245666,0.02057925,153.1944444444,120.6597222222,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SL:A,25,1305.3074168685,9.2043535372,0.0353972721,469.5833333333,447.5,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:D,23,3143.5155681465,61.4946119007,0.0244338332,224.7916666667,112.3263888889,800132
2013,CA3,I,03311,,,Lucidum ORAX,CA3:SR:A,22,6431.6217641895,45.352473885,0.0449923828,414.6527777778,207.3263888889,800132
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SP:D,29,1069.2519782403,6.5366289458,0.0125242497,235,175.9957627119,800134
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:D,26,2202.6428374835,13.4653563629,0.0296778428,232.3728813559,189.3220338983,800134
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:A,25,1558.0064891747,5.7222089695,0.0209921785,340.6779661017,310.2118644068,800134
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:D,23,13085.9554937558,79.9980146913,0.0671339973,399.2372881356,205.7627118644,800134
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:A,22,25669.354438893,94.2777910305,0.1316897625,457.5,248.2203389831,800134
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SP:D,29,1609.0378060639,21.523629266,0.0250404266,128,77.8846153846,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SP:A,28,880.460712098,5.325621824,0.0109616377,426.9615384615,449.5384615385,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:D,26,3081.88884536,41.2255278879,0.0774530503,217.4615384615,108.7307692308,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:A,25,6928.1701356865,41.9062583578,0.1392932548,465.8461538462,232.9230769231,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:D,23,2784.7540815032,37.2508428462,0.0170296302,476.5384615385,298.5769230769,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:A,22,8723.912040022,52.7681198181,0.0426795304,470.0769230769,347.8846153846,800136
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SO:D,32,1060.759238334,15.5833333333,0.0036510958,358.1578947368,295.1315789474,800138
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SP:D,29,377.2218681776,5.5416666667,0.0050274684,216.8421052632,170.5263157895,800138
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:D,26,430.1652882727,6.3194444444,0.0071536381,252.3684210526,149.6710526316,800138
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SL:A,25,2489.0970790425,17.4154627719,0.0517420288,1101.8421052632,1043.75,800138
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:D,23,4938.8647603,72.5555555556,0.0182325205,301.3815789474,162.6315789474,800138
2014,CA3,I,03300,,,Lucidum-Radiatum,CA3:SR:A,22,11803.357342916,82.5845372281,0.0544672118,1003.4210526316,501.7105263158,800138
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SP:D,29,1834.0723526906,2.7383019431,0.0735285383,439.0721649485,404.8453608247,800140
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SL:D,26,65144.3833026561,97.2616980569,2.9309138172,373.5051546392,186.7525773196,800140
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SL:A,25,2528.886515382,69.8330878743,0.0657271572,288.0618556701,150.5257731959,800140
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SR:A,22,1092.4434191228,30.1669121257,0.013775556,398.412371134,336.7422680412,800140
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SO:A,31,2888.7683324941,11.2246192893,0.0208997897,824.4886363636,610.3125,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SP:D,29,2084.0283470486,18.9319092123,0.053296249,237.6818181818,194.1136363636,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SP:A,28,529.0904125088,2.0558375635,0.0132895816,,,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SL:D,26,8603.5979856295,78.1575433912,0.2194235166,150.5454545455,75.2727272727,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SL:A,25,1247.6082566566,4.847715736,0.0457457637,240.5113636364,120.2556818182,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SR:D,23,320.3936386859,2.9105473965,0.0041684194,,,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,CA3:SR:A,22,12979.0450574694,50.4314720812,0.2348699764,793.6363636364,514.2613636364,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,DG:SMo:A,4,752.8107412548,2.9251269036,0.0340246513,1155.5965909091,1031.0795454546,800142
2019,CA3,I,01320,p,DG 1100,Spiny Lucidum,DG:SG:A,10,7338.6799809094,28.5152284264,0.0463466199,857.8977272727,801.7329545455,800142
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SO:A,31,2414.8447544619,3.026269428,0.006660922,431.0869565217,397.2826086957,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SP:D,29,1030.9169068207,8.7677347362,0.0075475841,306.847826087,261.3260869565,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SP:A,28,12064.8518004292,15.1196022394,0.1218873284,588.2608695652,466.847826087,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SL:D,26,2892.1905222262,24.5974812689,0.1499514091,317.6086956522,158.8043478261,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SL:A,25,26947.5431461684,33.7705046392,0.3038072764,881.9565217391,440.9782608696,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SR:D,23,6483.5301467144,55.1410808226,0.1002202005,1624.1739130435,1508.8695652174,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SR:A,22,5185.8244403709,6.4988450848,0.0248707768,941.0869565217,807.1739130435,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,DG:H:D,14,1351.4383451232,11.4937031723,0.0813677914,,,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,DG:H:A,13,33183.0284371205,41.5847786086,0.1332580605,1358.0434782609,955.4347826087,800144
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SO:D,32,276.2416805126,2.5314536911,0.0088561277,214.1007194245,194.5323741007,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SO:A,31,1222.2699150997,4.4784755439,0.00878587,427.7472527473,383.1318681319,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SP:D,29,483.0094054473,4.426254358,0.0132835957,174.964028777,133.4532374101,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SP:A,28,3245.7003860917,11.8924548681,0.0527215828,321.0989010989,293.021978022,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SL:D,26,325.865934497,2.9862058511,0.0118268596,91.9424460432,62.2302158273,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SL:A,25,2880.3880169792,10.5539268631,0.0641079713,424.5054945055,314.9450549451,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SR:D,23,9827.2564306923,90.0560860997,0.0824143049,429.2805755396,221.4388489209,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,CA3:SR:A,22,9815.0063897286,35.9628143805,0.0772558151,348.0769230769,176.3186813187,800146
2036,CA3,I,03330,p,DG 0001,Mossy Fiber-Associated,DG:H:A,13,10128.7328623381,37.1123283444,0.1189657731,828.4065934066,599.9450549451,800146
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SO:D,32,3531.0019769548,26.3693379791,0.0296057522,270.2840909091,210.3409090909,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SO:A,31,2253.5332384635,3.1661252134,0.0134962797,599.4318181818,550.6818181818,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SP:D,29,868.7533933787,6.487804878,0.0161620721,132.3863636364,95.3409090909,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SP:A,28,17601.07438946,24.7288144926,0.2338900076,630.9090909091,589.4375,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SL:D,26,1200.0181137325,8.9616724739,0.0231715887,91.1363636364,45.5681818182,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SL:A,25,36665.312388821,51.5133160802,0.5057028055,627.9545454545,313.9772727273,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SR:D,23,7336.347130766,54.787456446,0.2062704972,280.1136363636,163.75,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SR:A,22,6705.7310800192,9.421287374,0.1346713892,421.9318181818,226.6477272727,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,CA3:SLM:D,20,454.439207922,3.393728223,0.0098250852,373.6363636364,334.9431818182,800148
2035,CA3,I,02332,p,DG 0001,MFA ORDEN,DG:H:A,13,7950.7265445152,11.1704568397,0.058230876,1013.5227272727,846.5909090909,800148
2009,CA3,I,11003,,,CA3 O-LM,CA3:SO:D,32,15971.1150152675,100,0.1360679523,368.2374100719,214.928057554,800150
2009,CA3,I,11003,,,CA3 O-LM,CA3:SO:A,31,13386.1425122668,39.4769852608,0.0725740586,278.7769784173,139.3884892086,800150
2009,CA3,I,11003,,,CA3 O-LM,CA3:SP:A,28,1048.0169829543,3.0907000244,0.0218059346,248.4172661871,206.0071942446,800150
2009,CA3,I,11003,,,CA3 O-LM,CA3:SL:A,25,509.2393682675,1.5017944876,0.022975026,280.118705036,272.3741007194,800150
2009,CA3,I,11003,,,CA3 O-LM,CA3:SR:A,22,6901.9066583174,20.354367748,0.052893692,509.7841726619,403.7410071942,800150
2009,CA3,I,11003,,,CA3 O-LM,CA3:SLM:A,19,12063.4198376137,35.5761524792,0.164169025,662.4460431655,553.5611510791,800150
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SO:D,32,4566.1918192832,48.9144675276,0.0680244664,356.0638297872,205.0531914894,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SP:D,29,439.4096967858,4.7070933932,0.0089225529,89.0425531915,44.5212765957,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SP:A,28,514.8868295936,1.2129768353,0.0074679817,99.8936170213,49.9468085106,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SL:D,26,890.1759066098,9.5358412877,0.0169201647,145,143.5106382979,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SL:A,25,507.548775015,1.1956897545,0.0068909405,197.4468085106,148.670212766,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SR:D,23,3439.2762947232,36.8425977915,0.0156268606,599.4680851064,398.9361702128,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SR:A,22,2362.8535742868,5.5664400138,0.0076685534,956.5957446809,577.0212765957,800152
2049,CA3,I,12222,,,CA3 QuadD-LM,CA3:SLM:A,19,39062.9105397107,92.0248933963,0.156112534,1176.5425531915,922.6063829787,800152
2023,CA3,I,03000,,,CA3 Radiatum,CA3:SR:D,23,46240.123742458,91.6695885928,0.0836593255,366.2820512821,189.358974359,800156
2023,CA3,I,03000,,,CA3 Radiatum,CA3:SR:A,22,168262.140271837,93.6458621715,0.2435408217,928.9743589744,464.4871794872,800156
2023,CA3,I,03000,,,CA3 Radiatum,CA3:SLM:D,20,4202.0397408519,8.3304114072,0.0088664007,333.4615384615,300.3846153846,800156
2023,CA3,I,03000,,,CA3 Radiatum,CA3:SLM:A,19,11417.0643081636,6.3541378285,0.019272215,968.2051282051,645,800156
2008,CA3,I,12000,,,CA3 R-LM,CA3:SO:D,32,1686.0258317814,9.0786853877,0.0174334886,501.2781954887,406.2030075188,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SP:D,29,800.5141160864,4.3105008662,0.0134512503,311.1278195489,250.1879699248,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SL:D,26,843.2530221043,4.5406355856,0.017185191,189.2481203008,157.1052631579,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SR:D,23,14760.7695862419,79.481809014,0.1001423717,276.5413533835,147.4436090226,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SR:A,22,4273.5064318395,11.6110850164,0.0161072251,191.954887218,105.6015037594,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SLM:D,20,480.6926395936,2.5883691464,0.0062220675,202.1804511278,189.6616541353,800158
2008,CA3,I,12000,,,CA3 R-LM,CA3:SLM:A,19,32531.8948359047,88.3889149836,0.2339397933,504.7744360902,368.045112782,800158
2022,CA3,I,00003,,,CA3 SO-SO,CA3:SO:D,32,7440.0235345145,100,0.0718070324,223.7640449438,111.8820224719,800160
2022,CA3,I,00003,,,CA3 SO-SO,CA3:SO:A,31,23182.0229087139,95.8316182933,0.2237401888,596.5196629213,341.856741573,800160
